住所,法人名,更新日時,法人番号,法人種別,法人名(カナ),Twitter,Facebook,Instagram,創業年,紹介文,アイコン,事業概要,代表者名,取扱商品,営業品目,従業員数,採用予定,特許情報,背景画像,表彰情報,電話番号,代表の写真,取引先業種,設備と技術,設立年月日,企業規模詳細,キャッチコピー,企業紹介画像①,企業紹介画像②,企業紹介画像③,届出・認定情報,セールスポイント,企業ホームページ,店舗・事業所情報,主な商品・サービス,他社との連携を考える事業,特許,紹介の画像
大阪府堺市美原区さつき野西３丁目１番地６,株式会社フジアウテック大阪南,2019-05-28T15:00:00.000Z,3120101021863,301,フジアウテックオオサカミナミ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区小寺７０番３号,株式会社昌和建設,2015-11-19T15:00:00.000Z,3120101021871,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区木材通４丁目１５番１５号,株式会社伸生スクラップ,2019-05-09T15:00:00.000Z,3120101021888,301,シンセイスクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区さつき野東２丁目６番１４号,高鍋運送株式会社,2015-11-19T15:00:00.000Z,3120101021905,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区小平尾７１９番地の４,株式会社井本造園,2015-11-19T15:00:00.000Z,3120101021913,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区真福寺５４番地５,光工芸株式会社,2021-02-23T15:00:00.000Z,3120101021946,301,ヒカリコウゲイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区木材通１丁目１３番１７号,デコラジャパン株式会社,2018-04-01T15:00:00.000Z,3120101021987,301,デコラジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区太井１６９番地,美原鉄建株式会社,2015-11-19T15:00:00.000Z,3120101022011,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井清水町３６０４番地１００号,株式会社１５．コンサルティング,2015-11-19T15:00:00.000Z,3120101022028,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区太井１７７番地の１,株式会社ヨシノテック,2015-11-19T15:00:00.000Z,3120101022052,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区丹上２３０番地１,三晃電機工業株式会社,2015-11-19T15:00:00.000Z,3120101022102,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区丹上２４９番地の１,株式会社ブルームインターナショナル,2015-11-19T15:00:00.000Z,3120101022135,301,,,,,,,,,,,,,,商標 1件（§R）,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区中長尾町４丁５番１８号,株式会社フェニックス,2015-11-19T15:00:00.000Z,3120101022143,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区南花田町４３１番地の２,株式会社エスティファイブ,2015-11-19T15:00:00.000Z,3120101022151,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区長曽根町３０７９番地１３,株式会社ワイズ・ラブ,2022-06-02T04:33:49.758+00:00,3120101022184,,ワイズラブ,,https://www.facebook.com/yslabinc,,,"「ハードウェアとソフトウェア」、「リアルとバーチャル」、「人とテクノロジー」・・・これらのバランスを意識した創意工夫によるIoTシステムの開発、提案を行います。
IoTやDXと言っても、何から手を付ければ良いか分からない方、是非お気軽にご相談下さい！",https://img.sakacil.com/data/20211222/314f8f17-be8f-41fe-bff8-189c0f00afa0.png,「位置情報活用」「電子ペーパー」「NFC」「RFID」等、様々な技術を駆使し、お客様が最大のメリットを得られるような、IoTシステムの開発・提案を行っています。,内橋　義人,・自社オリジナルIoTソリューション　・スマートデバイス向けアプリケーションソフトウェア受託開発　・webアプリケーションソフトウェア受託開発　・機器制御向けマイクロコントローラ組込みソフトウェア受託開発,391,14人,,商標 2件（賢デバイス / 賢fuda(かしこふだ)）,https://img.sakacil.com/data/20211222/4f76c01e-ced3-4f5d-bb2a-4fbbef73f9c2.png,「第８回自動認識システム大賞　優秀賞」、「第1回さかい環境チャレンジ企業」、「大阪ものづくり優良企業賞　2014」、「平成27年度 シマノものづくり大賞　特別賞」、「2015関西IT百撰　優秀賞」、「第28回中小企業優秀新技術・新製品賞　奨励賞」、「第14回ASPIC IoT･AI･クラウドアワード2020　IoT部門　ベスト環境貢献賞」,072-254-5109,https://img.sakacil.com/data/20211222/cd47f68b-eadb-4c83-9c45-f97a8bdfdbe4.png,各種製造業、流通業、物流倉庫、電子部品商社、大学等研究機関,・RFID技術　・EPDコントロール技術　・ワイヤレス通信/給電技術　・エナジーハーベスティング技術　・省電力システム技術　・各種センサ利用技術　・PC/モバイル端末/サーバ連動技術,1995-05-01,,"IoT化、DX推進の""第一歩""をお手伝い！「つながる」システムを開発します！",https://img.sakacil.com/data/20211222/e8e30ae7-fd43-4a27-8c6d-7484aab6c270.jpg,https://img.sakacil.com/data/20211222/753408b5-b8f9-497e-83a0-4c6af8462106.jpg,https://img.sakacil.com/data/20211222/7377a681-3b5c-43af-94f5-4ab69823af0f.jpg,,働き方改革が叫ばれる世の中で、働く環境でのIT技術の活用は必要不可欠なものとなってきています。弊社は創業以来、先進技術を最適に組み合わせたITソリューションを提供することで数々の現場の課題解決を行って参りました。その知見を活かし、今後もお客様の満足を第一に考えながら、IoT時代を迎える社会へ貢献します。,https://www.yslab.co.jp/,[],・物品位置管理IoTサービス「Xeye（クロスアイ）」　・電子ペーパータグ「賢fuda（かしこふだ）」　・光るタグ☆VEGA　・RFIDソリューション　・M2Mソリューション　・IoTソリューション,,,
大阪府堺市美原区真福寺２４０番地,増物流株式会社,2015-11-19T15:00:00.000Z,3120101022192,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区平尾２７９０番地１,株式会社ウラノ,2019-02-17T15:00:00.000Z,3120101022201,301,ウラノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上野芝町３丁２番３号,株式会社サンタス,2015-11-19T15:00:00.000Z,3120101022226,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区野尻町２４１番地,株式会社Ｔ・Ｍ・Ｓ,2015-11-19T15:00:00.000Z,3120101022259,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区出島海岸通１丁８番５号,株式会社駒,2015-11-19T15:00:00.000Z,3120101022291,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井清水町３８６５番地クレイドル深井１０５号室,株式会社リソムライフ,2022-11-12T02:30:39.196+00:00,3120101022309,,リソムライフ,,,,,,,,森下真也,,,,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市北区長曽根町５４５番地下野池住宅１５棟３１０号,株式会社かつらホーム,2015-11-19T15:00:00.000Z,3120101022317,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区新金岡町２丁５番８－２０９号,アークフーズ株式会社,2015-11-19T15:00:00.000Z,3120101022325,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区野遠町２番地６,株式会社八尾ディブレイク,2020-05-20T15:00:00.000Z,3120101022366,301,ヤオディブレイク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区熊野町東１丁１番２号,株式会社ハートランド,2018-10-22T15:00:00.000Z,3120101022408,301,ハートランド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区長曽根町１３０番地の４２,株式会社ＤＯＴＯ研究所,2015-11-19T15:00:00.000Z,3120101022432,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区大豆塚町２丁９８番地,株式会社マサキ屋,2015-11-19T15:00:00.000Z,3120101022440,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区宿院町西３丁２番１号,株式会社グローバルホーム,2022-01-06T09:32:03.934+00:00,3120101022457,,グローバルホーム,,,,,"新築戸建て、新築分譲地、中古戸建て、中古マンション、賃貸物件の仲介、介護施設、老人ホーム用地仕入れから紹介、仲介業もさせていただきます。
不動産、相続、土地活用、収益など、どんなことでもご相談ください。",https://img.sakacil.com/data/20220106/5e5998e8-9c25-42f0-93a8-13b8428ffb9d.jpg,,,,,,,,https://img.sakacil.com/data/20220106/a92b4f7b-fa83-4480-b707-31e5219c64a1.JPG,,,,,,,,堺市を中心に不動産業を営んでいます。,https://img.sakacil.com/data/20220106/85025fd0-d05b-4e13-bc1f-ac0cce49a736.JPG,https://img.sakacil.com/data/20220106/1d473597-0721-4169-a193-717b39d4d9aa.JPG,https://img.sakacil.com/data/20220106/51ece50d-64d5-4a42-b64d-76d6f1cef8e7.JPG,,,,[],,,,
大阪府堺市堺区北丸保園２番９号,三洋商事株式会社,2019-11-11T15:00:00.000Z,3120101022465,301,サンヨウショウジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区槇塚台３丁１０番５号,サン企画株式会社,2017-06-13T15:00:00.000Z,3120101022473,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井水池町３２８１番地１,西田不動産株式会社,2019-05-21T15:00:00.000Z,3120101022481,301,ニシダフドウサン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区真福寺１１９番地２,株式会社ＮＩＳＨＩＨＡＴＡ・ＳＴＥＥＬ,2015-11-19T15:00:00.000Z,3120101022523,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区新檜尾台４丁２１番１３号,株式会社ユニオンプライムワークス,2015-11-19T15:00:00.000Z,3120101022531,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区岩室１７２番地,株式会社東海,2019-04-23T15:00:00.000Z,3120101022548,301,トウカイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区高尾２丁５５６番地１０,株式会社佐藤商店,2019-04-18T15:00:00.000Z,3120101022572,301,サトウショウテン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺船尾町東１丁１３０番地,株式会社ＫＭＴワークス,2020-11-30T15:00:00.000Z,3120101022580,301,ケイエムティワークス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区南野田６０８番地１５,株式会社エムテック,2015-11-19T15:00:00.000Z,3120101022589,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区中之町東１丁１番３１号,堺環境株式会社,2017-12-03T15:00:00.000Z,3120101022614,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区平岡町２４番地１,株式会社兵庫土地開発,2015-11-19T15:00:00.000Z,3120101022639,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区鳳西町３丁５８８番地,株式会社ＫＴＮ,2018-08-05T15:00:00.000Z,3120101022663,301,ケイティーエヌ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区長曽根町３０８２番地５－３０２,株式会社ワンダービジョン,2019-08-14T15:00:00.000Z,3120101022671,301,ワンダービジョン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区築港新町３丁２７番地,林金属商事株式会社,2018-09-17T15:00:00.000Z,3120101022705,301,ハヤシキンゾクショウジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区多治井３０番１,株式会社ＡＢＣ合板,2019-09-25T15:00:00.000Z,3120101022713,301,エービーシーゴウハン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区菩提町３丁６番地７,株式会社内川ビル,2019-01-24T15:00:00.000Z,3120101022721,301,ウチカワビル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区蔵前町１丁１８番７号,株式会社万福,2015-11-19T15:00:00.000Z,3120101022738,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥梅町１丁４１２番地１,株式会社メグポケット,2015-11-19T15:00:00.000Z,3120101022770,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区新金岡町３丁１番９－２０２号,株式会社スマイルリード,2015-11-19T15:00:00.000Z,3120101022787,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上６７０番地８８,株式会社セントウエス,2018-08-14T15:00:00.000Z,3120101022795,301,セントウエス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺元町４丁４７５番地２,株式会社Ｇ・Ｉオートサービス,2015-11-19T15:00:00.000Z,3120101022804,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区土塔町３１５７番地１,但馬青果株式会社,2015-11-19T15:00:00.000Z,3120101022812,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区一条通２０番１３号,株式会社Ｓ・Ｋ測量設計,2016-10-23T15:00:00.000Z,3120101022820,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区辻之２５８番地１,株式会社サンシュー設備,2015-11-19T15:00:00.000Z,3120101022845,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区向陵中町４丁４番１号,株式会社リアルライフ,2021-09-06T15:00:00.000Z,3120101022878,301,リアルライフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区北長尾町８丁２番７号,株式会社トモケン建装,2018-10-24T15:00:00.000Z,3120101022886,301,トモケンケンソウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区出島海岸通１丁１５番１５号,株式会社マルオ,2015-11-19T15:00:00.000Z,3120101022903,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区さつき野西１丁目１５番地２５,株式会社サンライズ,2015-11-19T15:00:00.000Z,3120101022928,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区鴨谷台２丁６番１－３１３号,株式会社リファイン,2020-12-27T15:00:00.000Z,3120101022952,301,リファイン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区堀上町２８８番地１１,株式会社アルファースト,2019-09-05T15:00:00.000Z,3120101022960,301,アルファースト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区山田１丁１２６４番,株式会社アポロコーポレーション,2018-09-20T15:00:00.000Z,3120101022977,301,アポロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区丹上４０４番地３,Ｆ．ナカモリ株式会社,2018-09-18T15:00:00.000Z,3120101022993,301,エフナカモリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区竹城台３丁１８番４号,横山商事株式会社,2018-09-25T15:00:00.000Z,3120101023001,301,ヨコヤマショウジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上野芝向ヶ丘町４丁１６番１０号,株式会社エヌ・エス・シーコーポレーション,2016-11-10T15:00:00.000Z,3120101023018,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区泉田中３１００番地１７,長谷川測量株式会社,2019-05-14T15:00:00.000Z,3120101023026,301,ハセガワソクリョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区平井１５７番地,株式会社土商,2021-12-15T23:53:05.753+00:00,3120101023034,,ツチショウ,https://twitter.com/tsuchisho3377,https://www.facebook.com/tsuchisho3377/,https://www.instagram.com/tsuchisho/,2000年,"戦後、世界に類がないほどのスピードで高度経済成長をとげてきた日本。経済大国から生活者大国へと進路の転換を迫られています。そこで求められるのは、大いなる発想の転換。量的拡大より質の充実を追い求める、その姿勢です。
そして、私たち土商が追い求めるのは常に「良質」なもの。派手さはなくとも、知名度はなくとも、しっかりと人々の心に残る、そんな仕事です。確かな品質と施工技術で、未来へ続く街作りに邁進してまいります。",https://img.sakacil.com/data/20211208/c21d5619-72a2-4ead-81c3-181fabe039e3.jpeg,"総合建設業に取り組み、土木工事や建築工事の他、外構工事や解体工事、舗装工事、開発工事など29業種全てを請け負っております。
土木・建築一式工事を行い、お客様のイメージをカタチにをモットーにしています。
外構は工事だけでなく、弊社エクステリアプランナーが平面図・イメージパースを作成しています。

また、不動産全般も取り組んでいます。",稲本 強,"外構工事「三協アルミ」「タカショー」「YKK AP」「LIXIL」「エクスタイル」などを
取り寄せて取り付けを行っています。",0611,15名,,,https://img.sakacil.com/data/20211208/e7e3def5-5a7b-4f08-8068-9b705a0f76aa.jpeg,,072-270-3377,,各銀行、建設業、不動産管理、,,2000-04-03,,未来へ続く街作りを目指して〜外構、土木、開発、造成、解体、リフォームなど、どんなことでもご相談ください！〜,https://img.sakacil.com/data/20211208/415833ea-0f03-4229-825c-ce91662653ba.jpeg,https://img.sakacil.com/data/20211208/c5a2cd1c-390c-4652-9363-ac2309072512.jpeg,https://img.sakacil.com/data/20211208/c62226e8-cc0c-4fc4-801e-a94109f449f1.jpeg,,弊社は、堺だけでなく大阪府全体、和歌山県や奈良県など幅を広げてどんどん街づくりに発展していきます。,https://tsuchisho.com,[],,外構工事業、その他全ての建設業,,
大阪府堺市北区南花田町５６８番地１フォレストメゾン１階,株式会社エイワ・レーシング・サービス,2020-11-19T15:00:00.000Z,3120101023059,301,エイワレーシングサービス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区毛穴町１８２番地１,株式会社アイオット,2022-07-07T03:58:38.936+00:00,3120101023067,,,,,,,,,レーザ－、NCT、プレス、ブレーキ、テーブルスポット、溶接精密板金一式、YAG溶接機導入,滝野　幸,,,,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市東区日置荘原寺町２１５番地１－２０６号,株式会社マスターズ関西,2022-10-28T02:01:58.202+00:00,3120101023075,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市西区浜寺船尾町東４丁２７１番地１,光明電機株式会社,2022-10-06T08:54:12.005+00:00,3120101023091,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市西区浜寺船尾町東４丁３６番地,株式会社マツダプリント,2020-01-28T15:00:00.000Z,3120101023100,301,マツダプリント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区向陵東町２丁１番２５号,株式会社セブンネットワークス,2015-11-19T15:00:00.000Z,3120101023125,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区東山９５９番地,株式会社ネットカトレア,2015-11-19T15:00:00.000Z,3120101023141,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区南安井町６丁１番９号,株式会社アイピイエス,2015-11-19T15:00:00.000Z,3120101023166,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区堀上町１７３番地１－１０２号,株式会社パンセ,2020-11-05T15:00:00.000Z,3120101023190,301,パンセ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区南島町４丁１４８番地,株式会社ヤマモトＴ．Ｙ,2015-11-19T15:00:00.000Z,3120101023199,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥梅町１丁２９番地５,株式会社トイズ・サカイ,2015-11-19T15:00:00.000Z,3120101023216,301,,,,,,,,,,,,,,商標 1件（TOYS SAKAI）,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区北花田町４丁９９番地１９,株式会社サルヴ,2018-12-27T15:00:00.000Z,3120101023240,301,サルヴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区毛穴町１２６番地１,三幸産業株式会社,2022-10-17T06:53:18.248+00:00,3120101023249,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市西区草部１１９番地３,株式会社ＡＳＡ鳳販売,2015-11-19T15:00:00.000Z,3120101023265,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区八田西町２丁１７番地４０,株式会社新関西,2020-10-21T15:00:00.000Z,3120101023273,301,シンカンサイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区金岡町２０５１番地５,株式会社エーアイフーズ,2015-11-19T15:00:00.000Z,3120101023307,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区鳳南町５丁６９１番地１８,株式会社アロープル,2015-11-19T15:00:00.000Z,3120101023331,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区大饗３９８番地１,株式会社初芝水道企画,2020-01-14T15:00:00.000Z,3120101023348,301,ハツシバスイドウキカク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区野々井１７８番地５,富士観光株式会社,2015-11-19T15:00:00.000Z,3120101023356,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区戎島町２丁６６番地,Ｍ・Ｙ２　ＩＮＶＥＳＴＭＥＮＴ株式会社,2015-11-19T15:00:00.000Z,3120101023364,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区野々井２６０番地１辻ビル１０２号,株式会社サンルビー,2015-11-19T15:00:00.000Z,3120101023406,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区賑町２丁２番１８号,新華洋商事株式会社,2015-11-19T15:00:00.000Z,3120101023414,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井東町３０３７番地１,株式会社イウォーク,2019-11-06T15:00:00.000Z,3120101023422,301,イウォーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区原山台５丁１番９－３０６号,株式会社泉システムサービス,2015-11-19T15:00:00.000Z,3120101023430,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区大浜北町３丁４番７号ダイトクビル,株式会社エフ・ネット,2015-11-19T15:00:00.000Z,3120101023439,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区金岡町３０３０番地６,日本コーヒー焙煎士協会株式会社,2015-11-19T15:00:00.000Z,3120101023447,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北田出井町１丁１番３号,グループマネジメント株式会社,2015-11-19T15:00:00.000Z,3120101023463,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区海山町４丁１６７番地５メゾン海山２０２号,株式会社大海,2015-11-19T15:00:00.000Z,3120101023471,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥梅北町５丁３５９－１－１００１,スカイネット株式会社,2018-10-18T15:00:00.000Z,3120101023488,301,スカイネット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区堀上町１５８番地,株式会社テクノアイ,2022-10-27T08:10:58.794+00:00,3120101023496,,,,,,,"受託開発を中心に、システム開発やIOS・Androidアプリの開発、IOT開発まで携わっています。

チームで作業を行うので、上司の指導とフォローを受けながら働く事が出来るので、未経験でも安心して働ける環境となります。

また、女性管理職の活躍や育児ができる環境への取り組みにも力を入れています。",,,,,G,,,,,,,,,,,,,,,,,,https://www.technoeye.com/,[],,,,
大阪府堺市南区大庭寺９２１－１－２１,株式会社イズテック,2022-09-14T05:53:57.334+00:00,3120101023513,,イズテック,,,https://www.instagram.com/artwall.works,1997年,地元堺市で創業25年。リフォーム工事建築工事を主軸に新事業を展開中,,大阪府を中心にリフォーム工事　外壁塗装防水工事　建築工事を営んでおります。,,"各メーカー　キッチン　風呂　洗面　トイレ等
住宅設備機器。

紫外線100%カットフィルム　ゴーストフィルム等",,3名,,,,,0120-57-4257,,大手家電量販店の特殊リフォーム。工務店,自動車フィルム施工用ラボ　各種測定装置,2007-04-02,,快適な空間作り。,,,,建築工事　大工工事　塗装工事　府知事許可,特殊フィルム販売　各種カード払OK,www.izutec.com,"[{""名称"":""株)イズテック　アートウォール"",""名称(カナ)"":""カ)イズテック　アートウォール"",""住所"":""堺市南区和田68-15"",""営業曜日"":""不定休"",""営業開始時間"":""09:00"",""営業終了時間"":""20:00"",""営業日備考"":""不在が多い為、連絡の上、ご来店下さい"",""WebサイトURL"":""制作中""}]",新事業　フィルムの販売　施工,美容関係　設計事務所　,,
大阪府堺市堺区霞ヶ丘町１丁１番２５号フェニックス霞ヶ丘１Ｆ,株式会社プレジャーストア,2019-08-14T15:00:00.000Z,3120101023521,301,プレジャーストア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区土師町４丁２５番８号大和第一ビル３Ｆ,株式会社和泉ハウジングセンター,2015-11-19T15:00:00.000Z,3120101023554,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区多治井２９４番地１,株式会社津守合金製作所,2025-02-25T15:20:37.491+09:00,3120101023562,,ツモリゴウキンセイサクショ,,,,1948年,,,"プレジャーボート艤装金物の設計・製造および販売　
https://tumori.co.jp
　　　　
３Ｄプリンターによる樹脂部品の製造　
https://tumori-gokin.com/3dprint
　　　　
銅合金・ステンレス鋳造品・樹脂部品の設計製造　
https://tumori-gokin.com
",石川　良隆,プレジャーボート艤装金物および関連製品、3Dプリント樹脂部品,2499,4人,,,,,072-363-5400,,プレジャーボートメーカー、救命艇メーカー、船舶部品製造メーカー、船舶部品卸売商社など,3次元CAD（SolidWorks、fusion360）、3Dプリンタ(粉末焼結積層造形方式ほか計3台),1956-01-21,,,,,,,プレジャーボート艤装金物専門メーカーとして、国内ボートの純正品を400万個以上製造してきた実績がございます。お客様メーカーのご要望に寄り添い、一緒に考え、ご提案することを大切にしています。,https://tumori-gokin.com,[],プレジャーボート艤装金物および関連製品（ステンレスロストワックス鋳造品、銅合金鋳造品、ステンレスパイプ加工品、ステンレス板金加工品、ABS・POM切削品・3Dプリンタ製樹脂部品(ナイロン12)　等）,,,
大阪府堺市西区浜寺諏訪森町中３丁２７７番地３２,株式会社浜寺ケイ・テック,2018-06-18T15:00:00.000Z,3120101023579,301,ハマデラケイテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北庄町１丁７番１－１００３号,株式会社ａｕｒａ,2015-11-19T15:00:00.000Z,3120101023595,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区金岡町１４２３番地４,株式会社アプロディーテ,2015-11-19T15:00:00.000Z,3120101023604,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北安井町１番１０号,株式会社ＵＰＥ,2015-11-19T15:00:00.000Z,3120101023612,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
